path	parent	name	id	synapseStore	contentType	used	executed	activityName	activityDescription
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0000301_avg.nii.gz	syn10284975	DET0000301_avg.nii.gz	syn10285043	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0000601_avg.nii.gz	syn10284975	DET0000601_avg.nii.gz	syn10285041	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0000701_avg.nii.gz	syn10284975	DET0000701_avg.nii.gz	syn10285042	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0007301_avg.nii.gz	syn10284975	DET0007301_avg.nii.gz	syn10285044	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0007401_avg.nii.gz	syn10284975	DET0007401_avg.nii.gz	syn10285046	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0007501_avg.nii.gz	syn10284975	DET0007501_avg.nii.gz	syn10285045	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0007601_avg.nii.gz	syn10284975	DET0007601_avg.nii.gz	syn10285047	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0007801_avg.nii.gz	syn10284975	DET0007801_avg.nii.gz	syn10285035	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0008301_avg.nii.gz	syn10284975	DET0008301_avg.nii.gz	syn10285040	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0008501_avg.nii.gz	syn10284975	DET0008501_avg.nii.gz	syn10285039	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0008601_avg.nii.gz	syn10284975	DET0008601_avg.nii.gz	syn10285038	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0008701_avg.nii.gz	syn10284975	DET0008701_avg.nii.gz	syn10285037	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0009101_avg.nii.gz	syn10284975	DET0009101_avg.nii.gz	syn10285016	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0009401_avg.nii.gz	syn10284975	DET0009401_avg.nii.gz	syn10285018	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0009501_avg.nii.gz	syn10284975	DET0009501_avg.nii.gz	syn10285020	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0009701_avg.nii.gz	syn10284975	DET0009701_avg.nii.gz	syn10285022	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0010001_avg.nii.gz	syn10284975	DET0010001_avg.nii.gz	syn10285026	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0010201_avg.nii.gz	syn10284975	DET0010201_avg.nii.gz	syn10285025	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0010401_avg.nii.gz	syn10284975	DET0010401_avg.nii.gz	syn10285028	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0010501_avg.nii.gz	syn10284975	DET0010501_avg.nii.gz	syn10285027	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0010701_avg.nii.gz	syn10284975	DET0010701_avg.nii.gz	syn10285029	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0010801_avg.nii.gz	syn10284975	DET0010801_avg.nii.gz	syn10285021	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0010901_avg.nii.gz	syn10284975	DET0010901_avg.nii.gz	syn10285024	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0011201_avg.nii.gz	syn10284975	DET0011201_avg.nii.gz	syn10285034	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0011301_avg.nii.gz	syn10284975	DET0011301_avg.nii.gz	syn10285036	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0011401_avg.nii.gz	syn10284975	DET0011401_avg.nii.gz	syn10285033	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0011501_avg.nii.gz	syn10284975	DET0011501_avg.nii.gz	syn10285032	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0011601_avg.nii.gz	syn10284975	DET0011601_avg.nii.gz	syn10285030	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0011701_avg.nii.gz	syn10284975	DET0011701_avg.nii.gz	syn10285031	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0012001_avg.nii.gz	syn10284975	DET0012001_avg.nii.gz	syn10285019	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0012101_avg.nii.gz	syn10284975	DET0012101_avg.nii.gz	syn10285017	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0012201_avg.nii.gz	syn10284975	DET0012201_avg.nii.gz	syn10285023	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0012401_avg.nii.gz	syn10284975	DET0012401_avg.nii.gz	syn10284979	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0012501_avg.nii.gz	syn10284975	DET0012501_avg.nii.gz	syn10284978	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0012901_avg.nii.gz	syn10284975	DET0012901_avg.nii.gz	syn10284987	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0013001_avg.nii.gz	syn10284975	DET0013001_avg.nii.gz	syn10285011	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0013101_avg.nii.gz	syn10284975	DET0013101_avg.nii.gz	syn10285008	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0013301_avg.nii.gz	syn10284975	DET0013301_avg.nii.gz	syn10285007	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0013401_avg.nii.gz	syn10284975	DET0013401_avg.nii.gz	syn10285012	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0013801_avg.nii.gz	syn10284975	DET0013801_avg.nii.gz	syn10285004	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0014001_avg.nii.gz	syn10284975	DET0014001_avg.nii.gz	syn10285005	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0014401_avg.nii.gz	syn10284975	DET0014401_avg.nii.gz	syn10284998	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0014501_avg.nii.gz	syn10284975	DET0014501_avg.nii.gz	syn10284997	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0014601_avg.nii.gz	syn10284975	DET0014601_avg.nii.gz	syn10285000	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0014701_avg.nii.gz	syn10284975	DET0014701_avg.nii.gz	syn10285002	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0014801_avg.nii.gz	syn10284975	DET0014801_avg.nii.gz	syn10285009	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0014901_avg.nii.gz	syn10284975	DET0014901_avg.nii.gz	syn10285010	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0015001_avg.nii.gz	syn10284975	DET0015001_avg.nii.gz	syn10284986	True	application/gzip				
/Users/owner/Documents/lectures/segmentation_learning/src/data/bcv/averaged-testing-images/DET0015101_avg.nii.gz	syn10284975	DET0015101_avg.nii.gz	syn10284984	True	application/gzip				
